UserID,Target
4721,B0080D5982
4722,B00H0DH2NS
4723,B008VWN510
4724,B002M76PVC
4725,B003AJXY10
4726,B008ZB5E2K
4727,B005V09DXY
4728,B00AYZFGZA
4729,B004GEC8LU
4730,B0013FGWD0
4731,B00BMMOKYW
4732,B002UJGK1C
4733,B00081MHJI
4734,B008J1QP7Y
4735,B0043XYXKI
4736,B004K6LMSE
4737,B001B1C7R6
4738,B007CTPWYQ
4739,B00439UNR4
4740,B00ANXMOVW
4741,B00008439C
4742,B0058K5IIQ
4743,B007HO4TJK
4744,B005LKQCHY
4745,B004QZBE8M
4746,B004I42GQK
4747,B004QZBE8M
4748,B00CP5UX2I
4749,B001D20K40
4750,B00ARU2ID0
4751,B00E60MSM8
4752,B000KUAS20
4753,B003FHES7G
4754,B00D4LFC2S
4755,B000TVGRTI
4756,B004I42GQK
4757,B00029TCS0
4758,B006DNLNOK
4759,B007VBYVVA
4760,B00DHINGB2
4761,B004YWKWJO
4762,B00834D5SO
4763,B00913CZ50
4764,B004I110D8
4765,B00CZBZTAI
4766,B007HZBOFG
4767,B005C9ODQ6
4768,B00D45BF6G
4769,B0027A70QI
4770,B004W93MFK
4771,B000VM4SAU
4772,B00081J3OU
4773,B00BAAX39E
4774,B001GQ2RW6
4775,B0075ZGZ0C
4776,B00BEVF2L6
4777,B000Q5KH3E
4778,B00913D2AC
4779,B004FTQ8N0
4780,B00A8EZOHM
4781,B00D4LFC2S
4782,B0000A1O7P
4783,B004AHMCLY
4784,B000TFLAZA
4785,B00DOR6F5K
4786,B008KG5R6I
4787,B007VBXKFS
4788,B004LWZZ76
4789,B00A2HUF9M
4790,B0055V0VGM
4791,B002QB2LHQ
4792,B00762Y5EW
4793,B005JLLHES
4794,B001CWFCV2
4795,B00E88Y9NE
4796,B00BXE67VS
4797,B000P635T2
4798,B0051D768K
4799,B007ZZCQLO
4800,B007NG5UF4
4801,B00B1M2Q5I
4802,B00EK7VOMW
4803,B0096HSWMG
4804,B003N0JXNO
4805,B008GVGKPY
4806,B0058XHC9Q
4807,B000056J7K
4808,B00APIN7U2
4809,B007M5IWUG
4810,B00002JV9S
4811,B00457X7DG
4812,B004FMAMNY
4813,B00834D5PC
4814,B00CM8OZ6I
4815,B00BMJPEFY
4816,B004I5BY2Q
4817,B0011MQLNQ
4818,B007VBXJ5Y
4819,B003SRB6CI
4820,B002OSRFRC
4821,B00APIN7U2
4822,B007BH1V1W
4823,B00BAAX39E
4824,B006SFUEF2
4825,B000056W6F
4826,B002YQQQJW
4827,B00F2MQ294
4828,B000YDDF6O
4829,B002R7I9OI
4830,B002L3T9Z6
4831,B0042D69XS
4832,B002US8D5Y
4833,B001W2JM0E
4834,B000JOOG9I
4835,B003LQMZS0
4836,B006GYLL7K
4837,B001AG0YL8
4838,B008TA9X74
4839,B000JOT2RO
4840,B003WKW6J8
4841,B00494CKIS
4842,B004EBUX8K
4843,B0083FQFIA
4844,B0010WAXN6
4845,B0009Y8JNW
4846,B008STIQGA
4847,B00834D5SO
4848,B002US8D5Y
4849,B00CHR025M
4850,B0038JE3SK
4851,B006T2P9VI
4852,B0007Y3EFW
4853,B004044LD4
4854,B000FT7NU6
4855,B00881G426
4856,B0018OHCLC
4857,B00FZGLKPI
4858,B004GXA6JM
4859,B007PZSAA0
4860,B006YPTWF4
4861,B001AG0YL8
4862,B000063XV4
4863,B004GJXM88
4864,B000056OWT
4865,B008O3OIXU
4866,B00BH0OJV8
4867,B004BSFC6Y
4868,B0040GJ0UG
4869,B003ZUXQXU
4870,B005SPCXKC
4871,B000WJLKQM
4872,B0042D69WY
4873,B00856XRLK
4874,B0053MLQF8
4875,B00563XRYM
4876,B003YNL6M6
4877,B004B762AK
4878,B00D3P9FXW
4879,B004C053CY
4880,B00DPPWM6M
4881,B00029T4D8
4882,B00BDCNPCO
4883,B00AO083KU
4884,B007HZBOFG
4885,B004S8MDOQ
4886,B00A0ID900
4887,B002C1AXK2
4888,B002WN2ASI
4889,B000RFCSMQ
4890,B007NG5UEU
4891,B002MN3JY2
4892,B005VM62QS
4893,B007VBXKFS
4894,B001EYXFBM
4895,B009YSYD20
4896,B006YPTWHC
4897,B0091E31KM
4898,B0043D2A9O
4899,B006ZVV0NO
4900,B000BD6M1M
4901,B00GF9B0SQ
4902,B0079Q5W2Y
4903,B0006H5WJ6
4904,B00AKFAEHY
4905,B0014J0W8G
4906,B007HKOL8S
4907,B004V8VQC8
4908,B004TIZV3U
4909,B000E9T8GO
4910,B00AHPZY68
4911,B00AGJFNCA
4912,B004AHMCMI
4913,B00BH0R546
4914,B00913CZ50
4915,B000JVVXMO
4916,B004CLYYL4
4917,B002N5IE8U
4918,B005RCA2M2
4919,B000GBIKWI
4920,B0038JDUUC
4921,B009796ELE
4922,B006ZVV0R0
4923,B000056J7K
4924,B003807VGK
4925,B00C97JIXM
4926,B004TUTSZU
4927,B003939VGE
4928,B00834D5SO
4929,B005VDX2RO
4930,B000I2Q0F4
4931,B000RIAWSA
4932,B0095YY7RY
4933,B0002U1SFE
4934,B002SDDD3I
4935,B007IERG0I
4936,B000S9RF4M
4937,B00A65YN8E
4938,B006GYLL7K
4939,B004P1IW96
4940,B000G7WU50
4941,B009F1OC54
4942,B002HIFIJG
4943,B00B1M2N6K
4944,B004GJXMA6
4945,B0018LLZXQ
4946,B004SLDGTE
4947,B00FAVNIGM
4948,B005J49GU2
4949,B008818MD0
4950,B002WGI5SE
4951,B00978OWVE
4952,B003S8750Y
4953,B00EDKT4UU
4954,B004N3C2YM
4955,B000GJIE4E
4956,B004R221ZE
4957,B004OR1DNI
4958,B001DEGURY
4959,B009YDCN8G
4960,B000LSL5ZK
4961,B0071GPBC8
4962,B002UXQM5M
4963,B001CFFX90
4964,B00AIVN89G
4965,B000BX44RG
4966,B00ENUQMWI
4967,B004AMVVJI
4968,B0085CBA90
4969,B00D3TPGAO
4970,B008BQUX3O
4971,B002UD6D56
4972,B0052QYLUM
4973,B00AA7O4CS
4974,B00B59PVOA
4975,B000068QH6
4976,B0012J0ZF8
4977,B00B507D7C
4978,B0016NHN82
4979,B00BJCFNKU
4980,B0058K5IIQ
4981,B000DZTS2I
4982,B004ECJWK4
4983,B00F2MQ258
4984,B0056S8AGW
4985,B004DS14B4
4986,B000HZEQSU
4987,B006ZVV0NO
4988,B008LLKDSY
4989,B0042D69V0
4990,B004W93MFK
4991,B003I7ITS2
4992,B00AASF8YA
4993,B0066ELMM4
4994,B004L2JJA0
4995,B003HS5JTO
4996,B00AM3E9KM
4997,B0013FGWD0
4998,B00208RTX6
4999,B0025MYX2M
5000,B004MWJP4E
5001,B0018EFGGU
5002,B009IVKY7Q
5003,B00DB5F114
5004,B0085CBA90
5005,B002TOKHK8
5006,B001IXYOD2
5007,B003554HUQ
5008,B004FTQ8BW
5009,B004X0WBHS
5010,B007VBXKG2
5011,B002VWRPZ8
5012,B0088EUA82
5013,B00FNIZQ6W
5014,B004C9AJK6
5015,B00BFQ5BM0
5016,B004SIAEYC
5017,B007XLA6MG
5018,B003OUWIJY
5019,B000RI8Y30
5020,B004IOE24O
5021,B0052OTQZ4
5022,B00BEVSSDA
5023,B004VL5D7E
5024,B001LQCOIS
5025,B001GQ2RVW
5026,B007LWC472
5027,B000UZLL08
5028,B001DEGURY
5029,B0006BAJN6
5030,B002CRIQSW
5031,B000GJIE4E
5032,B00B7ULJQQ
5033,B006YPTWHC
5034,B0002HYCMI
5035,B004O4DHEY
5036,B0079Q5W2Y
5037,B009M63NVG
5038,B005OI8O88
5039,B003CK3LDI
5040,B007IVUQ1C
5041,B00HCSYQVM
5042,B006YBHE6M
5043,B001AARNFY
5044,B006SFUD2G
5045,B001UFCJ9O
5046,B004J4VY0S
5047,B003QP31PW
5048,B000BNQC58
5049,B004IZC7CM
5050,B002ZG7JPG
5051,B008X6RH0E
5052,B003N0JXNO
5053,B003CT36NE
5054,B00A8EZOHM
5055,B0049NYYJ2
5056,B007FE6IOG
5057,B006I0R6VM
5058,B003I867WQ
5059,B00005C1WK
5060,B00AOFZKAG
5061,B000SMWUPS
5062,B008U5PL8I
5063,B001OC62XM
5064,B003JFJ6I0
5065,B002OL1TBW
5066,B005WPPRJM
5067,B0074JKQ0Y
5068,B002VX0A40
5069,B00792RG1S
5070,B000AV5LZ8
5071,B006YBG1WA
5072,B005G3QSF2
5073,B004Y426MI
5074,B000YDDF6O
5075,B008TML9AQ
5076,B006ZVV0NO
5077,B0039VCRPI
5078,B00328X694
5079,B001CSO1FO
5080,B003S8750Y
5081,B0072FOQ6K
5082,B003LQQGE4
5083,B006RITFHS
5084,B000V2Y5BW
5085,B00AQTWBDE
5086,B00BWRPB7C
5087,B001CWF01O
5088,B00BH0RNDO
5089,B008TTQ0QW
5090,B000HIP352
5091,B00814ZBYW
5092,B0080HPWMG
5093,B003VNKLIE
5094,B0050GD2EU
5095,B006JV4HC6
5096,B001RR7GY8
5097,B003AJHDQW
5098,B002VWZU7S
5099,B008VM7DRW
5100,B002J4U8L6
5101,B003FGWA8G
5102,B0053Y2B6E
5103,B007VBXJ6S
5104,B002SW3D20
5105,B002B55AAW
5106,B00D4XZO2E
5107,B002WN2BOQ
5108,B009YSYCZI
5109,B001C46BAG
5110,B0019AC8GE
5111,B005GBJJCS
5112,B0031B5CEE
5113,B005MQR96U
5114,B000058DQJ
5115,B0009JOSNM
5116,B006I1QTYQ
5117,B000056HNX
5118,B008J3UD4S
5119,B001RJUVS4
5120,B004W93MFK
5121,B002UD65RM
5122,B009PP5LGY
5123,B00B2AZJH6
5124,B005MI4830
5125,B00857SS6S
5126,B004UJJS82
5127,B003TU83SE
5128,B005WHQKHS
5129,B00E8NQ7LQ
5130,B008H3T5SA
5131,B009HAUA8Q
5132,B004S28QU2
5133,B004YT1DKO
5134,B004T6G550
5135,B000BXHPEU
5136,B001CWF01O
5137,B006Z2BZBU
5138,B00BXE5NWM
5139,B005FPT51K
5140,B00AWLZFG6
5141,B003ODZPI2
5142,B002OOZ0K0
5143,B008BGNT7G
5144,B00CXGQOFE
5145,B00HURFECK
5146,B00095KJ20
5147,B0002XO5TM
5148,B00CE422AG
5149,B001GQ2P6O
5150,B002F3M346
5151,B008818OQ0
5152,B006P05SHO
5153,B006I1ZMJ4
5154,B008OIPZW8
5155,B0067GKGFU
5156,B003BK0ZKQ
5157,B00B1FS6XG
5158,B004MYUV5Y
5159,B000BOKAKA
5160,B000BXHPEU
5161,B004GCJMHU
5162,B0016LVB4Q
5163,B00A2HUDL2
5164,B00H0DH2KG
5165,B002L3T9YM
5166,B000FXW24O
5167,B002H9XCNO
5168,B00AJSJ1AI
5169,B001VKY7VG
5170,B000YFSFVC
5171,B002WN2BVO
5172,B0042D69YM
5173,B004UAEWNC
5174,B00L13XFIE
5175,B000BW51UQ
5176,B006ZFO4W4
5177,B001OC62VY
5178,B001WAJVZM
5179,B005PRP8Q4
5180,B000098XG2
5181,B0049U5UAM
5182,B0053YP9EK
5183,B007VBYVWE
5184,B001GQ2SA2
5185,B002ZW4TMG
5186,B004ECJWK4
5187,B007R56YEC
5188,B00AH8IVD8
5189,B006KXVKQ4
5190,B0009EXN10
5191,B000PRUAFI
5192,B0078PW4R2
5193,B005KWLEVW
5194,B008HDDF68
5195,B007HO4TJK
5196,B002UJGK1C
5197,B000CCEWBY
5198,B004201GHK
5199,B00029T4D8
5200,B000TADQ7K
5201,B00DQL6CGQ
5202,B0037LLGD4
5203,B00AF4WPFY
5204,B000H6CAJ6
5205,B000058DN9
5206,B00L13XFIE
5207,B000GOUUR8
5208,B0001D12XA
5209,B00B7M7BL6
5210,B003AJHDQW
5211,B000GJIE4E
5212,B00AGMBOXY
5213,B003ZYEEDM
5214,B004EZNO96
5215,B00005BTNA
5216,B00HURFECK
5217,B006ZVV0NO
5218,B001QGKX9U
5219,B00D0F4VJI
5220,B004VL2VRO
5221,B00GVHT7C8
5222,B005RCA2FO
5223,B00B7ULJQQ
5224,B000JQ0BO0
5225,B0055R6AYS
5226,B00AKF882M
5227,B007M0X760
5228,B007K5LYE4
5229,B0043M57C2
5230,B001J2QGBA
5231,B00EYDTTHE
5232,B002NGMXVI
5233,B0006HBS1M
5234,B00E6QWVBU
5235,B0036Z3DDC
5236,B009X4C3QS
5237,B009796ELE
5238,B000V98HCI
5239,B00FXR5S20
5240,B008VWN510
5241,B0050PL4QE
5242,B0002OT00U
5243,B0043C5XYY
5244,B00ENVHR7Q
5245,B004CTBYO6
5246,B000S35QLC
5247,B005VM63X0
5248,B002Y5XJKW
5249,B006VIHL48
5250,B003EACZYW
5251,B0038JDD2C
5252,B007A2ZSZ8
5253,B002UHKMRM
5254,B000Y2GY40
5255,B006J2U4T0
5256,B00318CLTG
5257,B000056JEG
5258,B00BBKXHXA
5259,B005WHQKHS
5260,B000ME3146
5261,B009A5RZD6
5262,B00014PLAO
5263,B00018XCS8
5264,B0077J2KA0
5265,B00A0ID900
5266,B003IXVFLO
5267,B002AKRJ4I
5268,B005C9ODQ6
5269,B004QZBEA0
5270,B00012BSEY
5271,B005AYC45A
5272,B00B1M2R34
5273,B007VBXJ5Y
5274,B00AHVR4JW
5275,B002OL1TBW
5276,B003XMWF5A
5277,B0014HOLEO
5278,B0031A1R26
5279,B009KUEU7K
5280,B002WB2GAM
5281,B003BL1HIE
5282,B001GGOWZ6
5283,B005UV0USQ
5284,B003330AAG
5285,B002WDEIVA
5286,B00189GSA8
5287,B004CL9YZU
5288,B00AJSIXWK
5289,B00AI4L3D6
5290,B009147RJS
5291,B0034UGFB6
5292,B001UF8BL4
5293,B001F0RAB6
5294,B005QPE0W8
5295,B00ECKPV5S
5296,B0007OD8SU
5297,B004TF1SLW
5298,B00ADEL5UM
5299,B000MVQBG4
5300,B0045I6IA4
5301,B0087IWPQ4
5302,B003ZL71VC
5303,B005G4FVWW
5304,B0052QYLUM
5305,B0031ALSWK
5306,B006P05S3I
5307,B00422M5OQ
5308,B003AM8CL4
5309,B004WPKWNO
5310,B000K53UEI
5311,B002J4U8NY
5312,B001BMWABI
5313,B003TUUJUY
5314,B004W02YMG
5315,B00B507D7C
5316,B0037NXP18
5317,B007OWHDS4
5318,B000O1SHI2
5319,B000JGD5CA
5320,B00189KKXE
5321,B0028797PM
5322,B007700RKO
5323,B004G8QSYO
5324,B004QZBEBE
5325,B000O3I2CQ
5326,B00AWLZD3Q
5327,B006ZVV0NO
5328,B007PZSAA0
5329,B001U9OUYC
5330,B004HO587A
5331,B002RSMLEQ
5332,B00C2KW3EW
5333,B00BBF7UVA
5334,B009ERZDJ8
5335,B004AHKUHW
5336,B007TJVYSM
5337,B001UFJ2M6
5338,B0000DH5TX
5339,B002TOKHJE
5340,B00F9Q3FPC
5341,B008818MD0
5342,B0070B253C
5343,B0000635WI
5344,B004Z2OJ0G
5345,B004P4SQ3K
5346,B0002OT00U
5347,B004NONY8E
5348,B000XSRGK6
5349,B000O3GCFU
5350,B00AV53YXO
5351,B004QDKMNC
5352,B007JTSWG4
5353,B001ACVQKA
5354,B002DR41S0
5355,B001CWFCV2
5356,B0081HOG4K
5357,B000TXUNOQ
5358,B003807VGK
5359,B0001NE3ZO
5360,B0000DEW8N
5361,B001L1EJR2
5362,B0085CBA90
5363,B000K53UEI
5364,B004LQ85KG
5365,B005IDOAYQ
5366,B004VG6FBC
5367,B00BEVF1VC
5368,B001I481LM
5369,B000HKXYDS
5370,B003S8750Y
5371,B001H0GGUK
5372,B009ICN71K
5373,B0002FQVJC
5374,B004OBZGGY
5375,B00BQYVQWU
5376,B006JV4HC6
5377,B00834D5SO
5378,B0042RU2SW
5379,B000EGEWSQ
5380,B0038W0JHG
5381,B008J3UD4S
5382,B00198PQHY
5383,B0044R7HYM
5384,B008X6RH0E
5385,B009153822
5386,B00AOFZKAG
5387,B00EVLIHWM
5388,B000324Y7U
5389,B00D3TPGAO
5390,B002SNAG4C
5391,B001KZH692
5392,B00BHK0GYW
5393,B006Z6E8AG
5394,B007CRJHTE
5395,B00H0DH2NS
5396,B008X6RH0E
5397,B008HCXIU2
5398,B006JV4HC6
5399,B0056YP5A0
5400,B003FPQKYW
5401,B0078H54PY
5402,B0042D69WY
5403,B002YGSXF2
5404,B0002JETPQ
5405,B002TW74M4
5406,B00BV0ESHY
5407,B008X6RH04
5408,B0030DFROS
5409,B003ZYE7FC
5410,B007VBYVWE
5411,B00020L78M
5412,B0009FIMPG
5413,B00BXE5M1Y
5414,B003CK3LDI
5415,B004C4AMRG
5416,B0040K2Z40
5417,B0009JOSNM
5418,B001EQ66WK
5419,B0081O0AHU
5420,B006TWH4R0
5421,B003VTM8HA
5422,B0042D69UQ
5423,B003OUWILW
5424,B004NONY8E
5425,B000JNN6Q8
5426,B006PASIJ4
5427,B003N9G7AM
5428,B00568MMXO
5429,B0032G9E0G
5430,B001G4RWG4
5431,B00CXHH3DU
5432,B008D1O8TM
5433,B00508MVAO
5434,B006UMUB92
5435,B003ODZPI2
5436,B000RFC3BM
5437,B009C04J56
5438,B008TWGMAI
5439,B001T565PY
5440,B009K0ZHM2
5441,B002C1AWUI
5442,B006SFUEF2
5443,B00A475DRO
5444,B008TWGMAI
5445,B002H0SED6
5446,B007700SD0
5447,B00A0ID900
5448,B0098PUNGO
5449,B0077M41Z4
5450,B000G0J5FU
5451,B00BUBNZ8W
5452,B004IZWQYQ
5453,B00020V5A2
5454,B007IERG0I
5455,B000COY136
5456,B00762Y5EW
5457,B00C2KW3EW
5458,B0032BEFPK
5459,B000YBIL4W
5460,B0070O5Y78
5461,B00E0HHQVK
5462,B000FP7M60
5463,B005WPPF44
5464,B003AM8CSC
5465,B00G34TIAA
5466,B001C51TIE
5467,B00E8KJYNC
5468,B001FBFIF0
5469,B002R7Q7ZG
5470,B005P5D7G4
5471,B0001NE8OA
5472,B001CWB3J2
5473,B0012ADSN8
5474,B00G34TL48
5475,B0031E2OAQ
5476,B006ZVV0R0
5477,B00H4E9WLI
5478,B007NG5UF4
5479,B008JG2N9I
5480,B001DLJVPA
5481,B001WAJVZM
5482,B002C30S96
5483,B000A88JYQ
5484,B00F1O6NT2
5485,B00081J3N6
5486,B000CDPHIK
5487,B0034H4IL8
5488,B006R3KBYO
5489,B003MUA5IC
5490,B002M77N22
5491,B00DK9C3IA
5492,B0009JOSNM
5493,B004C053CY
5494,B002KCMSPQ
5495,B001IYQ7QS
5496,B004W3FVY6
5497,B0044UJEAO
5498,B00CXGQOFE
5499,B006ZFO4W4
5500,B001ABZGU2
5501,B004EBUX8K
5502,B00AGMBOXY
5503,B000BPMJVM
5504,B006Y3S838
5505,B005XJ2VH8
5506,B00AF4WPFY
5507,B002VBXY5E
5508,B002WLGV08
5509,B0038HG8CQ
5510,B000A88JZA
5511,B0049M9OY8
5512,B0035LLG2W
5513,B002DWALS4
5514,B008BU4NVI
5515,B004WOZMQ2
5516,B005OI8O88
5517,B001CWFCV2
5518,B00JB2PJ72
5519,B005UND06I
5520,B000JVXZF2
5521,B00A475DRO
5522,B000LSL5ZK
5523,B001PC6RZE
5524,B000XT30G4
5525,B001PBFWMO
5526,B00BEJREIC
5527,B0046MV58Y
5528,B0009F3MGU
5529,B00AM5NTIS
5530,B000067EH7
5531,B000GK5XY2
5532,B004X8GJPA
5533,B000H3YFSI
5534,B0096HSWMG
5535,B0013FGWD0
5536,B0034KQ8JA
5537,B002A9JCVW
5538,B003QCJX0C
5539,B0002OT00U
5540,B004IYDJNY
5541,B004HO587A
5542,B00A4YA14C
5543,B0028IDXDS
5544,B0083FQFIA
5545,B0038JDUKC
5546,B00DAIMDQ8
5547,B004S2GA96
5548,B009SFJ7SE
5549,B00EYDTTHE
5550,B00GCHAJQA
5551,B003XMWF2S
5552,B006P05SHO
5553,B000L9FKXC
5554,B004T6G550
5555,B000H1MRJO
5556,B006WHR6CU
5557,B009V9BHNA
5558,B002WZ2RE8
5559,B0080HPXHU
5560,B006SFUEF2
5561,B006ZISTS6
5562,B00009IMCK
5563,B007FRJQ5G
5564,B002W5HN0G
5565,B006P05SHO
5566,B000SEVCRI
5567,B001LQCOIS
5568,B004R221ZE
5569,B006Z6E8AG
5570,B004X0WBHS
5571,B001LENCUE
5572,B001KZH69M
5573,B0009RNXO4
5574,B000RLQZD8
5575,B00BBKXGRM
5576,B001KZJY2O
5577,B007AHURTA
5578,B007XC9BS0
5579,B003TXVY14
5580,B004SCND1E
5581,B000E18M2I
5582,B000066665
5583,B008GVGKPY
5584,B000058DN6
5585,B001KZH692
5586,B0042RU2UU
5587,B000GK5XY2
5588,B006JTNXDW
5589,B000LP2G6K
5590,B008434KUG
5591,B006T6CJCG
5592,B001OC5UMQ
5593,B000I2RK80
5594,B001V9KPAE
5595,B00D2WUR8I
5596,B0088EUA82
5597,B003AM86QU
5598,B001CWD75A
5599,B001WAJVZM
5600,B003CT36NE
5601,B00AHVR4JW
5602,B005XP3TGE
5603,B000JNN6Q8
5604,B001D7E0WS
5605,B00C2KW3FG
5606,B003ZYE7F2
5607,B001LF3YQK
5608,B00GF9B0SQ
5609,B004FOWDKC
5610,B0088QU1NY
5611,B000Y2GY40
5612,B008OIYZZQ
5613,B000F1O8JI
5614,B006WHR6CU
5615,B000G0J5FU
5616,B0095YY7RY
5617,B008CR47ZM
5618,B002WGI5QG
5619,B002PYZCWU
5620,B0002OT00U
5621,B00CKSU82K
5622,B00EUV2BSE
5623,B001RR7GY8
5624,B00AHVR5QY
5625,B006ZIST04
5626,B004J35KDG
5627,B0096HSWMG
5628,B00BGAMK60
5629,B001D7JOCY
5630,B000BNQC58
5631,B006VJJPPK
5632,B001CWFBR2
5633,B00AA7O4CS
5634,B007C5J1Z6
5635,B004W93MFK
5636,B000M5HZ8I
5637,B007SIZR82
5638,B002ZQLFPQ
5639,B00CS14AAU
5640,B00158DS0U
5641,B0018OHCLC
5642,B000V3YFJI
5643,B00440CZTQ
5644,B00913D2AC
5645,B00B1J972G
5646,B00008KWO1
5647,B00AWLZFRU
5648,B000DZ7VHC
5649,B00GSNFDQ4
5650,B0031QPN52
5651,B009FPXACG
5652,B004K6LMW0
5653,B00198PQHY
5654,B0006FHFYS
5655,B0001NEAD4
5656,B000BNQC58
5657,B002VLGD2A
5658,B00F2MQ294
5659,B00CL2H3F0
5660,B002DWALTI
5661,B0067GKGFU
5662,B003CIUAN4
5663,B001GQ2RW6
5664,B002TOKHJE
5665,B00BIWKU8Q
5666,B002B55AAW
5667,B001GQ2RW6
5668,B000O7SR18
5669,B00AJSJE6O
5670,B0006HBS1M
5671,B00HCSYQVM
5672,B0058K5IIQ
5673,B0030EH8OO
5674,B005EWF3J2
5675,B001QGKX9U
5676,B004O4DHEY
5677,B00913D2AC
5678,B001R29VNW
5679,B000058DM5
5680,B0027A5FUQ
5681,B0010SIJK4
5682,B001L2XV2U
5683,B002DRCWWM
5684,B001L2SA6M
5685,B003KGANTO
5686,B005WPPRJM
5687,B006UR2578
5688,B000K53U7K
5689,B00CU82PKS
5690,B00COMEVHU
5691,B00794DDBS
5692,B008KOC31W
5693,B000JNN6Q8
5694,B008LEZXIQ
5695,B00A47VH2O
5696,B0035ER4WU
5697,B004VL2VRY
5698,B004KT82AM
5699,B0015CA3A4
5700,B00CCKC108
5701,B000I62M84
5702,B005KWNBYK
5703,B00A0ACI4Q
5704,B002ZSP72G
5705,B000NAOH1A
5706,B000P229NY
5707,B00CXVLV20
5708,B0058K5IIQ
5709,B00CXSPL24
5710,B00DK9C3IA
5711,B0000AY9XV
5712,B009UPUFCY
5713,B007QBEUA2
5714,B000YFY5U2
5715,B004FTQ8N0
5716,B00365E5HU
5717,B0009EXN10
5718,B008VWOY6U
5719,B004T6G550
5720,B001TMQ62Y
5721,B009147RJS
5722,B005I4DAJQ
5723,B005C9ODEI
5724,B003S8750Y
5725,B000FP7M60
5726,B004Y9ALJI
5727,B001GRX3PK
5728,B006OJIJVI
5729,B003VNKLIY
5730,B003ULP592
5731,B002NGMXTU
5732,B002UXQM16
5733,B0002OT00U
5734,B00AKF882M
5735,B003N0JXNO
5736,B00C4ZC106
5737,B001UF8BL4
5738,B00GMR18OM
5739,B006UDLXGQ
5740,B005KBSJGQ
5741,B000JWWN1S
5742,B003DNS9XG
5743,B008Z76L2Q
5744,B004MYR4A4
5745,B00568MMXO
5746,B001CSO1FO
5747,B0013FGWD0
5748,B004OG6WYO
5749,B0078LZHK2
5750,B0009XAHZQ
5751,B001BX5154
5752,B002CQTU3S
5753,B0081C9UOQ
5754,B005WG2852
5755,B0040GJ0UG
5756,B007PT3EZC
5757,B000LM2R44
5758,B006SFUEG6
5759,B001O9A5K6
5760,B00AHO43BG
5761,B003OUWIJY
5762,B004071ZQ2
5763,B00D2JN87I
5764,B000056OUO
5765,B003KVWKZO
5766,B0028IDXDS
5767,B002ZG7JPG
5768,B005CMI3UA
5769,B0097GUCYM
5770,B0042MEQ7A
5771,B0000TYHCS
5772,B005MQRB4U
5773,B006VZ50BC
5774,B0053KKPZ2
5775,B002SDD7LQ
5776,B003SRMTDS
5777,B003DTL220
5778,B000YDDF6O
5779,B00B2AZJH6
5780,B004KNBWCS
5781,B00389VFH2
5782,B004R221ZE
5783,B00J3EQ68E
5784,B007M4IZO0
5785,B004DC9TA8
5786,B006WHR6CU
5787,B0058K5IIQ
5788,B001O0DIJK
5789,B005IV0CRM
5790,B000LZUL30
5791,B006Z6E8AG
5792,B006Z6E8AG
5793,B000LP2G6K
5794,B006EVK608
5795,B000WU8UL4
5796,B000Q7FY26
5797,B000G7WU50
5798,B009M63NVG
5799,B009YDCGVK
5800,B006K69WES
5801,B0033B9CZ2
5802,B002WB2G8Y
5803,B008YE64TU
5804,B003RCT3AG
5805,B007PLZUUC
5806,B0038JDUBQ
5807,B00A2HUFBA
5808,B0042D69WY
5809,B0098PUNGO
5810,B006MOXV04
5811,B006YPTWF4
5812,B006MOXV0O
5813,B0038W0JHG
5814,B002MN3JY2
5815,B004IYDJNY
5816,B000IDSLOG
5817,B0000TYHCS
5818,B004VL2VRY
5819,B0000DEW8Y
5820,B002N64QYA
5821,B006YPTZLU
5822,B00AGJFNCA
5823,B000136O8S
5824,B002WB2G8Y
5825,B005FIYDW8
5826,B002YQWKHE
5827,B004G6NOYI
5828,B006QH43WW
5829,B00AMVI1BW
5830,B003VNKLIY
5831,B008ZT66JC
5832,B001H0GGUK
5833,B0000DEW8N
5834,B000FP7M60
5835,B0000DEW8N
5836,B0051D768K
5837,B00B63M9VS
5838,B0006FHBAQ
5839,B0007V644S
5840,B007NG5UEU
5841,B000G0HF16
5842,B006ZM043U
5843,B0071BXS6Y
5844,B001F50FFO
5845,B008H7S88O
5846,B003FGWA8G
5847,B00A0ID900
5848,B004YGL65E
5849,B006JINB1M
5850,B00C97JIXM
5851,B00310GIR0
5852,B001CWD75A
5853,B00003XAKR
5854,B007HZBPLE
5855,B006670C2W
5856,B0042D69V0
5857,B0001NE8OA
5858,B002SZH45E
5859,B000U5LXU6
5860,B0080D5982
5861,B00BV0EP22
5862,B002EL4J14
5863,B0009ET8CS
5864,B00078ZHPS
5865,B0011URFRE
5866,B003CT36NE
5867,B004CLYZ36
5868,B003CK3LDI
5869,B004EWGDJ2
5870,B001U2FZ4S
5871,B00594PCI2
5872,B004GXA6JM
5873,B00HURFECK
5874,B0045OW4LA
5875,B000ROKDC4
5876,B00792RG1S
5877,B000Y2GY40
5878,B006Z6E8AG
5879,B00AHPZY6S
5880,B00BEVF2L6
5881,B003HS5JTE
5882,B005PRP8Q4
5883,B004AHMCKA
5884,B006JINBD0
5885,B0045I6IA4
5886,B00792RG1S
5887,B00A27R22K
5888,B0050GD2EU
5889,B005QAMMKK
5890,B002C30S96
5891,B004YGL65E
5892,B00005BTB1
5893,B007HZBOFG
5894,B008K4GMOG
5895,B005555G0Y
5896,B003DROFXU
